year,month,suburb,medianSoldPrice,numberSold,highestSoldPrice,numberSaleListing,highestSaleListingPrice,lowestSaleListingPrice,auctionNumberAuctioned,auctionNumberSold,medianRentListingPrice
2011.0,9.0,Mortdale,664000.0,34.0,1560000.0,51.0,1550000.0,365000.0,6.0,4.0,455.0
2011.0,12.0,Mortdale,618000.0,32.0,896000.0,49.0,1100000.0,300000.0,8.0,2.0,498.0
2012.0,3.0,Mortdale,703000.0,18.0,850000.0,35.0,950000.0,300000.0,6.0,4.0,495.0
2012.0,6.0,Mortdale,680000.0,25.0,1005000.0,53.0,2000000.0,400000.0,8.0,5.0,505.0
2012.0,9.0,Mortdale,669000.0,32.0,1113000.0,45.0,1250000.0,450000.0,11.0,8.0,450.0
2012.0,12.0,Mortdale,640000.0,31.0,1185000.0,43.0,5050000.0,450000.0,10.0,5.0,480.0
2013.0,3.0,Mortdale,699000.0,26.0,1073000.0,31.0,2000000.0,400000.0,6.0,3.0,470.0
2013.0,6.0,Mortdale,700000.0,25.0,950000.0,29.0,1098000.0,399000.0,4.0,3.0,470.0
2013.0,9.0,Mortdale,791000.0,31.0,1506000.0,38.0,1200000.0,59000.0,16.0,11.0,480.0
2013.0,12.0,Mortdale,790000.0,38.0,1360000.0,44.0,1496000.0,400000.0,23.0,18.0,550.0
2014.0,3.0,Mortdale,858000.0,28.0,1131000.0,47.0,1097000.0,430000.0,15.0,12.0,500.0
2014.0,6.0,Mortdale,900000.0,29.0,1380000.0,41.0,1350000.0,620000.0,16.0,13.0,520.0
2014.0,9.0,Mortdale,850000.0,33.0,1336000.0,44.0,1350000.0,590000.0,22.0,18.0,540.0
2014.0,12.0,Mortdale,872000.0,42.0,1671000.0,45.0,1435000.0,66000.0,28.0,22.0,550.0
2015.0,3.0,Mortdale,1000000.0,15.0,1435000.0,18.0,1298000.0,630000.0,9.0,9.0,550.0
2015.0,6.0,Mortdale,1001000.0,20.0,1620000.0,21.0,1325000.0,600000.0,14.0,13.0,600.0
2015.0,9.0,Mortdale,1143000.0,28.0,1960000.0,31.0,1360000.0,675000.0,24.0,22.0,550.0
2015.0,12.0,Mortdale,905000.0,25.0,2130000.0,36.0,1650000.0,645000.0,19.0,13.0,585.0
2016.0,3.0,Mortdale,1028000.0,19.0,1580000.0,26.0,1625000.0,685000.0,8.0,8.0,570.0
2016.0,6.0,Mortdale,961000.0,32.0,2100000.0,35.0,1625000.0,765000.0,30.0,20.0,550.0
2016.0,9.0,Mortdale,1011000.0,25.0,1951000.0,29.0,1850000.0,600000.0,19.0,15.0,600.0
2016.0,12.0,Mortdale,1273000.0,18.0,1680000.0,16.0,1540000.0,949000.0,12.0,8.0,600.0
2017.0,3.0,Mortdale,1000000.0,19.0,1540000.0,24.0,1450000.0,800000.0,15.0,11.0,580.0
2017.0,6.0,Mortdale,1268000.0,24.0,1760000.0,28.0,1500000.0,589000.0,17.0,14.0,610.0
2017.0,9.0,Mortdale,1168000.0,25.0,2100000.0,30.0,3741000.0,589000.0,19.0,12.0,615.0
2017.0,12.0,Mortdale,1250000.0,22.0,2880000.0,35.0,3741000.0,699000.0,19.0,7.0,580.0
2018.0,3.0,Mortdale,1206000.0,17.0,1667000.0,27.0,1600000.0,660000.0,12.0,8.0,580.0
2018.0,6.0,Mortdale,1046000.0,14.0,1630000.0,35.0,1675000.0,578000.0,11.0,5.0,600.0
2018.0,9.0,Mortdale,1150000.0,23.0,1480000.0,36.0,1890000.0,579000.0,8.0,7.0,555.0
2018.0,12.0,Mortdale,1238000.0,15.0,1726000.0,34.0,1680000.0,510000.0,5.0,4.0,550.0
2019.0,3.0,Mortdale,923000.0,22.0,1470000.0,45.0,2200000.0,510000.0,14.0,8.0,565.0
2019.0,6.0,Mortdale,885000.0,18.0,1310000.0,35.0,2200000.0,414000.0,7.0,2.0,580.0
2019.0,9.0,Mortdale,1068000.0,22.0,2240000.0,37.0,2200000.0,414000.0,6.0,5.0,550.0
2019.0,12.0,Mortdale,1156000.0,24.0,1616000.0,44.0,2200000.0,115000.0,16.0,13.0,550.0
2020.0,3.0,Mortdale,1175000.0,17.0,2025000.0,38.0,2200000.0,414000.0,13.0,11.0,550.0
2020.0,6.0,Mortdale,1143000.0,19.0,1800000.0,46.0,2200000.0,414000.0,13.0,10.0,555.0
2020.0,9.0,Mortdale,1115000.0,18.0,1800000.0,25.0,1880000.0,619000.0,11.0,7.0,590.0
2020.0,12.0,Mortdale,1200000.0,33.0,3470000.0,32.0,1580000.0,580000.0,19.0,15.0,560.0
2021.0,3.0,Mortdale,1250000.0,20.0,1705000.0,17.0,1600000.0,609000.0,11.0,10.0,550.0
2021.0,6.0,Mortdale,1250000.0,14.0,2340000.0,19.0,20000000.0,700000.0,13.0,13.0,555.0
2011.0,9.0,Plumpton,349000.0,35.0,636000.0,72.0,1050000.0,250000.0,5.0,2.0,380.0
2011.0,12.0,Plumpton,340000.0,44.0,492000.0,68.0,505000.0,250000.0,2.0,2.0,380.0
2012.0,3.0,Plumpton,371000.0,19.0,550000.0,59.0,540000.0,250000.0,,,380.0
2012.0,6.0,Plumpton,375000.0,18.0,480000.0,48.0,505000.0,250000.0,2.0,1.0,370.0
2012.0,9.0,Plumpton,367000.0,28.0,481000.0,51.0,750000.0,200000.0,2.0,1.0,410.0
2012.0,12.0,Plumpton,380000.0,23.0,600000.0,52.0,680000.0,200000.0,,,418.0
2013.0,3.0,Plumpton,370000.0,15.0,512000.0,54.0,1000000.0,250000.0,3.0,2.0,380.0
2013.0,6.0,Plumpton,420000.0,31.0,580000.0,50.0,650000.0,250000.0,,,390.0
2013.0,9.0,Plumpton,408000.0,40.0,633000.0,48.0,1000000.0,283000.0,,,390.0
2013.0,12.0,Plumpton,450000.0,39.0,550000.0,76.0,1000000.0,220000.0,2.0,2.0,420.0
2014.0,3.0,Plumpton,475000.0,62.0,730000.0,92.0,3491000.0,195000.0,3.0,2.0,405.0
2014.0,6.0,Plumpton,465000.0,70.0,710000.0,103.0,3491000.0,175000.0,6.0,5.0,425.0
2014.0,9.0,Plumpton,463000.0,50.0,1020000.0,82.0,3491000.0,175000.0,1.0,1.0,420.0
2014.0,12.0,Plumpton,507000.0,32.0,715000.0,55.0,685000.0,290000.0,,,420.0
2015.0,3.0,Plumpton,555000.0,24.0,820000.0,44.0,848000.0,240000.0,,,420.0
2015.0,6.0,Plumpton,600000.0,39.0,900000.0,61.0,848000.0,240000.0,,,420.0
2015.0,9.0,Plumpton,644000.0,44.0,825000.0,70.0,900000.0,175000.0,,,445.0
2015.0,12.0,Plumpton,590000.0,29.0,950000.0,56.0,950000.0,369000.0,3.0,,435.0
2016.0,3.0,Plumpton,590000.0,24.0,750000.0,39.0,800000.0,369000.0,,,430.0
2016.0,6.0,Plumpton,595000.0,19.0,695000.0,40.0,800000.0,390000.0,2.0,,440.0
2016.0,9.0,Plumpton,605000.0,28.0,850000.0,42.0,800000.0,449000.0,1.0,1.0,440.0
2016.0,12.0,Plumpton,660000.0,27.0,890000.0,44.0,880000.0,460000.0,,,450.0
2017.0,3.0,Plumpton,650000.0,27.0,990000.0,45.0,850000.0,450000.0,2.0,1.0,450.0
2017.0,6.0,Plumpton,664000.0,23.0,1200000.0,46.0,850000.0,450000.0,3.0,,450.0
2017.0,9.0,Plumpton,668000.0,36.0,1316000.0,70.0,1000000.0,379000.0,3.0,2.0,453.0
2017.0,12.0,Plumpton,670000.0,27.0,885000.0,67.0,950000.0,445000.0,,,500.0
2018.0,3.0,Plumpton,660000.0,34.0,1038000.0,74.0,950000.0,470000.0,1.0,,490.0
2018.0,6.0,Plumpton,695000.0,28.0,1072000.0,71.0,1000000.0,450000.0,,,450.0
2018.0,9.0,Plumpton,615000.0,32.0,950000.0,67.0,950000.0,435000.0,,,450.0
2018.0,12.0,Plumpton,625000.0,14.0,750000.0,49.0,820000.0,410000.0,1.0,,475.0
2019.0,3.0,Plumpton,640000.0,21.0,895000.0,46.0,750000.0,400000.0,1.0,,485.0
2019.0,6.0,Plumpton,625000.0,22.0,807000.0,41.0,750000.0,399000.0,1.0,,450.0
2019.0,9.0,Plumpton,633000.0,26.0,835000.0,51.0,759000.0,400000.0,2.0,,440.0
2019.0,12.0,Plumpton,610000.0,25.0,995000.0,56.0,1019000.0,299000.0,,,420.0
2020.0,3.0,Plumpton,658000.0,27.0,1400000.0,58.0,1300000.0,400000.0,1.0,1.0,430.0
2020.0,6.0,Plumpton,633000.0,21.0,823000.0,60.0,1300000.0,400000.0,,,433.0
2020.0,9.0,Plumpton,642000.0,19.0,775000.0,38.0,1200000.0,448000.0,1.0,,400.0
2020.0,12.0,Plumpton,720000.0,21.0,1507000.0,33.0,1200000.0,420000.0,2.0,2.0,430.0
2021.0,3.0,Plumpton,701000.0,18.0,913000.0,27.0,1200000.0,420000.0,,,440.0
2021.0,6.0,Plumpton,735000.0,22.0,1550000.0,32.0,1200000.0,530000.0,2.0,2.0,450.0
2011.0,9.0,Campbelltown,315000.0,37.0,596000.0,87.0,1175000.0,29000.0,1.0,,360.0
2011.0,12.0,Campbelltown,310000.0,58.0,480000.0,105.0,607000.0,195000.0,3.0,1.0,370.0
2012.0,3.0,Campbelltown,325000.0,37.0,510000.0,80.0,557000.0,155000.0,1.0,1.0,360.0
2012.0,6.0,Campbelltown,333000.0,31.0,547000.0,65.0,2800000.0,180000.0,1.0,,365.0
2012.0,9.0,Campbelltown,310000.0,35.0,574000.0,76.0,629000.0,180000.0,,,375.0
2012.0,12.0,Campbelltown,330000.0,37.0,429000.0,70.0,4200000.0,190000.0,1.0,,360.0
2013.0,3.0,Campbelltown,315000.0,40.0,494000.0,68.0,620000.0,210000.0,2.0,1.0,370.0
2013.0,6.0,Campbelltown,338000.0,43.0,588000.0,74.0,1000000.0,189000.0,6.0,4.0,380.0
2013.0,9.0,Campbelltown,336000.0,56.0,590000.0,70.0,639000.0,189000.0,6.0,5.0,390.0
2013.0,12.0,Campbelltown,373000.0,52.0,740000.0,56.0,750000.0,260000.0,4.0,1.0,370.0
2014.0,3.0,Campbelltown,383000.0,45.0,570000.0,66.0,660000.0,270000.0,6.0,3.0,380.0
2014.0,6.0,Campbelltown,400000.0,58.0,615000.0,67.0,660000.0,280000.0,3.0,1.0,390.0
2014.0,9.0,Campbelltown,431000.0,64.0,690000.0,77.0,659000.0,285000.0,6.0,5.0,380.0
2014.0,12.0,Campbelltown,448000.0,57.0,870000.0,85.0,850000.0,249000.0,8.0,5.0,392.0
2015.0,3.0,Campbelltown,471000.0,46.0,829000.0,94.0,900000.0,59000.0,4.0,3.0,400.0
2015.0,6.0,Campbelltown,527000.0,60.0,3000000.0,110.0,1500000.0,59000.0,6.0,5.0,380.0
2015.0,9.0,Campbelltown,580000.0,69.0,850000.0,111.0,1500000.0,300000.0,7.0,5.0,390.0
2015.0,12.0,Campbelltown,550000.0,59.0,960000.0,111.0,975000.0,370000.0,2.0,1.0,400.0
2016.0,3.0,Campbelltown,540000.0,46.0,700000.0,106.0,900000.0,340000.0,,,400.0
2016.0,6.0,Campbelltown,525000.0,52.0,1150000.0,112.0,940000.0,62000.0,4.0,1.0,400.0
2016.0,9.0,Campbelltown,577000.0,58.0,805000.0,124.0,989000.0,330000.0,2.0,2.0,395.0
2016.0,12.0,Campbelltown,595000.0,65.0,1050000.0,122.0,1050000.0,265000.0,7.0,1.0,400.0
2017.0,3.0,Campbelltown,630000.0,40.0,945000.0,141.0,949000.0,150000.0,3.0,2.0,400.0
2017.0,6.0,Campbelltown,618000.0,51.0,1400000.0,119.0,1450000.0,355000.0,6.0,4.0,393.0
2017.0,9.0,Campbelltown,650000.0,59.0,1106000.0,160.0,1020000.0,320000.0,7.0,4.0,380.0
2017.0,12.0,Campbelltown,652000.0,66.0,980000.0,157.0,1095000.0,320000.0,7.0,3.0,400.0
2018.0,3.0,Campbelltown,600000.0,51.0,1050000.0,136.0,1095000.0,375000.0,4.0,2.0,400.0
2018.0,6.0,Campbelltown,626000.0,33.0,988000.0,161.0,1095000.0,349000.0,3.0,1.0,400.0
2018.0,9.0,Campbelltown,605000.0,49.0,950000.0,129.0,1245000.0,340000.0,3.0,1.0,395.0
2018.0,12.0,Campbelltown,512000.0,44.0,850000.0,127.0,1350000.0,295000.0,2.0,,400.0
2019.0,3.0,Campbelltown,530000.0,37.0,721000.0,121.0,1350000.0,295000.0,2.0,1.0,400.0
2019.0,6.0,Campbelltown,540000.0,38.0,890000.0,107.0,1350000.0,70000.0,,,390.0
2019.0,9.0,Campbelltown,566000.0,44.0,1025000.0,115.0,3850000.0,320000.0,1.0,,380.0
2019.0,12.0,Campbelltown,595000.0,45.0,1000000.0,122.0,1195000.0,320000.0,1.0,,390.0
2020.0,3.0,Campbelltown,570000.0,35.0,838000.0,139.0,1450000.0,320000.0,3.0,2.0,385.0
2020.0,6.0,Campbelltown,560000.0,38.0,1010000.0,221.0,1450000.0,320000.0,,,395.0
2020.0,9.0,Campbelltown,590000.0,60.0,1510000.0,115.0,1649000.0,345000.0,,,400.0
2020.0,12.0,Campbelltown,630000.0,75.0,1000000.0,108.0,1400000.0,350000.0,1.0,,400.0
2021.0,3.0,Campbelltown,665000.0,69.0,1238000.0,94.0,1000000.0,120000.0,,,400.0
2021.0,6.0,Campbelltown,665000.0,77.0,1330000.0,110.0,1800000.0,390000.0,7.0,3.0,400.0
2011.0,9.0,Cromer,854000.0,24.0,1255000.0,49.0,1800000.0,100000.0,3.0,1.0,690.0
2011.0,12.0,Cromer,845000.0,25.0,1110000.0,49.0,1800000.0,629000.0,4.0,3.0,750.0
2012.0,3.0,Cromer,855000.0,24.0,1740000.0,45.0,1700000.0,105000.0,2.0,1.0,725.0
2012.0,6.0,Cromer,846000.0,16.0,1110000.0,32.0,1590000.0,315000.0,,,720.0
2012.0,9.0,Cromer,828000.0,22.0,1320000.0,36.0,1750000.0,315000.0,6.0,4.0,720.0
2012.0,12.0,Cromer,895000.0,22.0,1280000.0,29.0,1400000.0,500000.0,4.0,2.0,798.0
2013.0,3.0,Cromer,825000.0,17.0,1070000.0,26.0,1175000.0,675000.0,5.0,1.0,795.0
2013.0,6.0,Cromer,885000.0,26.0,1100000.0,32.0,1395000.0,700000.0,5.0,3.0,750.0
2013.0,9.0,Cromer,933000.0,20.0,1500000.0,31.0,1550000.0,730000.0,1.0,1.0,795.0
2013.0,12.0,Cromer,970000.0,28.0,1325000.0,41.0,5387000.0,715000.0,7.0,6.0,795.0
2014.0,3.0,Cromer,1010000.0,21.0,1970000.0,25.0,1750000.0,790000.0,3.0,3.0,
2014.0,6.0,Cromer,975000.0,21.0,1650000.0,25.0,1650000.0,790000.0,8.0,4.0,770.0
2014.0,9.0,Cromer,980000.0,29.0,1500000.0,36.0,1595000.0,549000.0,12.0,8.0,820.0
2014.0,12.0,Cromer,1125000.0,28.0,1671000.0,36.0,1550000.0,800000.0,12.0,10.0,830.0
2015.0,3.0,Cromer,1168000.0,16.0,1450000.0,22.0,1350000.0,700000.0,6.0,5.0,793.0
2015.0,6.0,Cromer,1210000.0,17.0,1710000.0,18.0,1700000.0,900000.0,8.0,6.0,785.0
2015.0,9.0,Cromer,1302000.0,17.0,1850000.0,28.0,3500000.0,718000.0,12.0,10.0,850.0
2015.0,12.0,Cromer,1342000.0,28.0,1875000.0,37.0,1800000.0,272000.0,27.0,19.0,925.0
2016.0,3.0,Cromer,1390000.0,27.0,1935000.0,27.0,1840000.0,950000.0,14.0,10.0,833.0
2016.0,6.0,Cromer,1385000.0,17.0,2050000.0,18.0,1900000.0,1000000.0,11.0,10.0,838.0
2016.0,9.0,Cromer,1345000.0,28.0,1860000.0,27.0,1950000.0,900000.0,18.0,17.0,850.0
2016.0,12.0,Cromer,1528000.0,32.0,2050000.0,31.0,2050000.0,300000.0,24.0,19.0,855.0
2017.0,3.0,Cromer,1578000.0,22.0,2150000.0,19.0,2050000.0,1100000.0,12.0,11.0,855.0
2017.0,6.0,Cromer,1605000.0,27.0,2200000.0,26.0,2070000.0,1050000.0,19.0,12.0,850.0
2017.0,9.0,Cromer,1670000.0,19.0,2270000.0,24.0,2250000.0,300000.0,11.0,10.0,850.0
2017.0,12.0,Cromer,1640000.0,26.0,3300000.0,33.0,2175000.0,1200000.0,24.0,13.0,870.0
2018.0,3.0,Cromer,1613000.0,12.0,2025000.0,21.0,2175000.0,1290000.0,5.0,3.0,850.0
2018.0,6.0,Cromer,1433000.0,34.0,2400000.0,51.0,2205000.0,,25.0,9.0,750.0
2018.0,9.0,Cromer,1520000.0,26.0,2600000.0,37.0,2050000.0,609000.0,13.0,11.0,850.0
2018.0,12.0,Cromer,1375000.0,20.0,2550000.0,34.0,2100000.0,590000.0,16.0,4.0,810.0
2019.0,3.0,Cromer,1290000.0,17.0,2400000.0,28.0,2070000.0,1000000.0,6.0,3.0,850.0
2019.0,6.0,Cromer,1430000.0,11.0,1820000.0,18.0,2070000.0,1150000.0,8.0,3.0,838.0
2019.0,9.0,Cromer,1470000.0,17.0,1985000.0,21.0,2250000.0,950000.0,11.0,9.0,795.0
2019.0,12.0,Cromer,1613000.0,22.0,2500000.0,27.0,2250000.0,1200000.0,18.0,14.0,780.0
2020.0,3.0,Cromer,1628000.0,18.0,1950000.0,30.0,2070000.0,1200000.0,18.0,11.0,795.0
2020.0,6.0,Cromer,1585000.0,24.0,2410000.0,37.0,2375000.0,1200000.0,14.0,4.0,840.0
2020.0,9.0,Cromer,1775000.0,22.0,2710000.0,22.0,2500000.0,1195000.0,14.0,11.0,865.0
2020.0,12.0,Cromer,1705000.0,28.0,2705000.0,27.0,2000000.0,1250000.0,20.0,19.0,900.0
2021.0,3.0,Cromer,1971000.0,26.0,2800000.0,21.0,2300000.0,1450000.0,16.0,15.0,995.0
2021.0,6.0,Cromer,2213000.0,24.0,2680000.0,21.0,2250000.0,1580000.0,14.0,12.0,950.0
2011.0,9.0,St Andrews,338000.0,29.0,465000.0,47.0,485000.0,220000.0,1.0,,355.0
2011.0,12.0,St Andrews,335000.0,25.0,430000.0,40.0,490000.0,270000.0,2.0,1.0,370.0
2012.0,3.0,St Andrews,360000.0,17.0,435000.0,34.0,490000.0,290000.0,,,365.0
2012.0,6.0,St Andrews,360000.0,14.0,451000.0,36.0,550000.0,269000.0,,,365.0
2012.0,9.0,St Andrews,347000.0,18.0,420000.0,50.0,515000.0,299000.0,,,390.0
2012.0,12.0,St Andrews,365000.0,20.0,550000.0,33.0,490000.0,279000.0,3.0,3.0,390.0
2013.0,3.0,St Andrews,345000.0,24.0,443000.0,33.0,470000.0,299000.0,1.0,,375.0
2013.0,6.0,St Andrews,350000.0,27.0,465000.0,38.0,480000.0,285000.0,2.0,1.0,390.0
2013.0,9.0,St Andrews,358000.0,19.0,490000.0,34.0,490000.0,295000.0,,,390.0
2013.0,12.0,St Andrews,393000.0,20.0,520000.0,29.0,540000.0,280000.0,1.0,,360.0
2014.0,3.0,St Andrews,413000.0,20.0,480000.0,27.0,750000.0,280000.0,,,395.0
2014.0,6.0,St Andrews,423000.0,26.0,705000.0,36.0,620000.0,299000.0,2.0,2.0,400.0
2014.0,9.0,St Andrews,448000.0,22.0,632000.0,28.0,600000.0,340000.0,1.0,1.0,405.0
2014.0,12.0,St Andrews,460000.0,23.0,660000.0,38.0,600000.0,315000.0,,,390.0
2015.0,3.0,St Andrews,495000.0,32.0,580000.0,62.0,600000.0,279000.0,,,400.0
2015.0,6.0,St Andrews,550000.0,27.0,888000.0,48.0,830000.0,309000.0,,,403.0
2015.0,9.0,St Andrews,555000.0,31.0,718000.0,54.0,700000.0,280000.0,1.0,,393.0
2015.0,12.0,St Andrews,538000.0,23.0,700000.0,34.0,64838000.0,60000.0,2.0,1.0,435.0
2016.0,3.0,St Andrews,568000.0,20.0,700000.0,35.0,750000.0,60000.0,,,450.0
2016.0,6.0,St Andrews,580000.0,30.0,790000.0,41.0,750000.0,480000.0,1.0,,450.0
2016.0,9.0,St Andrews,598000.0,20.0,7900000.0,32.0,799000.0,490000.0,1.0,,400.0
2016.0,12.0,St Andrews,605000.0,17.0,696000.0,34.0,810000.0,285000.0,,,400.0
2017.0,3.0,St Andrews,613000.0,22.0,795000.0,28.0,785000.0,410000.0,1.0,1.0,428.0
2017.0,6.0,St Andrews,619000.0,17.0,778000.0,27.0,750000.0,367000.0,,,400.0
2017.0,9.0,St Andrews,648000.0,24.0,825000.0,29.0,750000.0,3000.0,3.0,,435.0
2017.0,12.0,St Andrews,648000.0,16.0,847000.0,32.0,800000.0,3000.0,3.0,2.0,415.0
2018.0,3.0,St Andrews,660000.0,24.0,780000.0,44.0,890000.0,490000.0,3.0,,425.0
2018.0,6.0,St Andrews,647000.0,23.0,800000.0,38.0,850000.0,430000.0,,,400.0
2018.0,9.0,St Andrews,600000.0,23.0,725000.0,36.0,873000.0,550000.0,1.0,1.0,390.0
2018.0,12.0,St Andrews,594000.0,14.0,665000.0,30.0,800000.0,400000.0,,,400.0
2019.0,3.0,St Andrews,570000.0,23.0,870000.0,31.0,870000.0,400000.0,,,400.0
2019.0,6.0,St Andrews,548000.0,14.0,730000.0,22.0,770000.0,60000.0,,,425.0
2019.0,9.0,St Andrews,634000.0,14.0,775000.0,25.0,770000.0,470000.0,,,420.0
2019.0,12.0,St Andrews,615000.0,18.0,865000.0,33.0,860000.0,470000.0,,,410.0
2020.0,3.0,St Andrews,660000.0,19.0,810000.0,35.0,840000.0,470000.0,,,400.0
2020.0,6.0,St Andrews,638000.0,12.0,791000.0,43.0,790000.0,470000.0,2.0,1.0,410.0
2020.0,9.0,St Andrews,591000.0,18.0,720000.0,25.0,850000.0,449000.0,,,385.0
2020.0,12.0,St Andrews,650000.0,17.0,750000.0,22.0,850000.0,449000.0,2.0,2.0,430.0
2021.0,3.0,St Andrews,750000.0,13.0,880000.0,14.0,850000.0,575000.0,1.0,1.0,430.0
2021.0,6.0,St Andrews,750000.0,18.0,905000.0,21.0,880000.0,590000.0,2.0,1.0,470.0
2011.0,9.0,Warners Bay,415000.0,37.0,670000.0,80.0,3750000.0,280000.0,2.0,,360.0
2011.0,12.0,Warners Bay,410000.0,43.0,650000.0,93.0,1000000.0,280000.0,1.0,1.0,360.0
2012.0,3.0,Warners Bay,384000.0,30.0,560000.0,75.0,900000.0,290000.0,3.0,1.0,370.0
2012.0,6.0,Warners Bay,416000.0,39.0,765000.0,84.0,1300000.0,260000.0,5.0,2.0,360.0
2012.0,9.0,Warners Bay,410000.0,33.0,772000.0,62.0,1900000.0,260000.0,6.0,3.0,395.0
2012.0,12.0,Warners Bay,428000.0,30.0,715000.0,58.0,750000.0,235000.0,1.0,1.0,378.0
2013.0,3.0,Warners Bay,440000.0,30.0,3000000.0,59.0,1900000.0,260000.0,,,380.0
2013.0,6.0,Warners Bay,455000.0,45.0,760000.0,69.0,900000.0,24000.0,6.0,4.0,388.0
2013.0,9.0,Warners Bay,450000.0,34.0,800000.0,51.0,850000.0,300000.0,3.0,2.0,378.0
2013.0,12.0,Warners Bay,450000.0,42.0,810000.0,57.0,1200000.0,269000.0,2.0,2.0,385.0
2014.0,3.0,Warners Bay,465000.0,38.0,850000.0,71.0,1200000.0,105000.0,9.0,7.0,395.0
2014.0,6.0,Warners Bay,471000.0,51.0,779000.0,76.0,1400000.0,105000.0,6.0,6.0,390.0
2014.0,9.0,Warners Bay,447000.0,43.0,850000.0,66.0,1400000.0,300000.0,5.0,1.0,395.0
2014.0,12.0,Warners Bay,489000.0,44.0,875000.0,69.0,1200000.0,300000.0,7.0,4.0,395.0
2015.0,3.0,Warners Bay,485000.0,30.0,765000.0,71.0,1796000.0,275000.0,5.0,3.0,390.0
2015.0,6.0,Warners Bay,489000.0,45.0,2030000.0,62.0,1796000.0,275000.0,3.0,2.0,390.0
2015.0,9.0,Warners Bay,508000.0,49.0,742000.0,61.0,1000000.0,290000.0,8.0,2.0,413.0
2015.0,12.0,Warners Bay,542000.0,54.0,1365000.0,66.0,1496000.0,290000.0,14.0,7.0,400.0
2016.0,3.0,Warners Bay,605000.0,33.0,1365000.0,49.0,1496000.0,359000.0,3.0,1.0,395.0
2016.0,6.0,Warners Bay,541000.0,37.0,1300000.0,58.0,1400000.0,55000.0,6.0,3.0,395.0
2016.0,9.0,Warners Bay,556000.0,26.0,1225000.0,49.0,1200000.0,399000.0,2.0,1.0,400.0
2016.0,12.0,Warners Bay,590000.0,34.0,1850000.0,62.0,1850000.0,340000.0,3.0,1.0,400.0
2017.0,3.0,Warners Bay,590000.0,34.0,1350000.0,69.0,1250000.0,310000.0,9.0,4.0,400.0
