date,suburb,medianSoldPrice,numberSold,highestSoldPrice,numberSaleListing,highestSaleListingPrice,lowestSaleListingPrice,auctionNumberAuctioned,auctionNumberSold,medianRentListingPrice,ymd,ymd_dt,qtr,date
2017-04-01,Byron Bay,1345000,34,4100000,72,10000000.0,150000.0,10.0,7.0,700.0,2017-5-1,2017-05-01,2017Q2,2017-04-01
2017-07-01,Byron Bay,1000000,28,4500000,77,10000000.0,150000.0,9.0,2.0,720.0,2017-8-1,2017-08-01,2017Q3,2017-07-01
2017-10-01,Byron Bay,1055000,39,4300000,85,10000000.0,265000.0,11.0,5.0,755.0,2017-11-1,2017-11-01,2017Q4,2017-10-01
2018-01-01,Byron Bay,1675000,29,5100000,75,18000000.0,280000.0,6.0,1.0,700.0,2018-2-1,2018-02-01,2018Q1,2018-01-01
2018-04-01,Byron Bay,1538000,22,3535000,80,18000000.0,280000.0,7.0,1.0,820.0,2018-5-1,2018-05-01,2018Q2,2018-04-01
2018-07-01,Byron Bay,1450000,22,5100000,81,10000000.0,349000.0,7.0,4.0,800.0,2018-8-1,2018-08-01,2018Q3,2018-07-01
2018-10-01,Byron Bay,1718000,25,8525000,80,17000000.0,319000.0,6.0,2.0,800.0,2018-11-1,2018-11-01,2018Q4,2018-10-01
2019-01-01,Byron Bay,1145000,18,2725000,72,14000000.0,309000.0,2.0,,900.0,2019-2-1,2019-02-01,2019Q1,2019-01-01
2019-04-01,Byron Bay,1153000,25,3100000,83,14000000.0,299000.0,11.0,3.0,750.0,2019-5-1,2019-05-01,2019Q2,2019-04-01
2019-07-01,Byron Bay,1158000,32,5750000,98,14000000.0,99000.0,5.0,2.0,700.0,2019-8-1,2019-08-01,2019Q3,2019-07-01
2019-10-01,Byron Bay,1165000,35,5000000,110,14000000.0,299000.0,6.0,2.0,785.0,2019-11-1,2019-11-01,2019Q4,2019-10-01
2020-01-01,Byron Bay,1335000,25,4850000,98,14000000.0,210000.0,6.0,1.0,750.0,2020-2-1,2020-02-01,2020Q1,2020-01-01
2020-04-01,Byron Bay,1428000,24,12000000,107,14000000.0,210000.0,4.0,1.0,735.0,2020-5-1,2020-05-01,2020Q2,2020-04-01
2020-07-01,Byron Bay,1833000,48,7010000,89,6000000.0,210000.0,6.0,2.0,700.0,2020-8-1,2020-08-01,2020Q3,2020-07-01
2020-10-01,Byron Bay,2050000,44,5400000,82,20000000.0,210000.0,5.0,5.0,950.0,2020-11-1,2020-11-01,2020Q4,2020-10-01
2021-01-01,Byron Bay,2223000,38,16500000,46,8000000.0,210000.0,2.0,2.0,950.0,2021-2-1,2021-02-01,2021Q1,2021-01-01
2021-04-01,Byron Bay,2600000,32,5350000,53,15000000.0,170000.0,8.0,4.0,1000.0,2021-5-1,2021-05-01,2021Q2,2021-04-01
2011-07-01,Casino,258000,41,485000,222,549000.0,100000.0,8.0,,270.0,2011-8-1,2011-08-01,2011Q3,2011-07-01
2011-10-01,Casino,252000,39,460000,206,550000.0,135000.0,3.0,,280.0,2011-11-1,2011-11-01,2011Q4,2011-10-01
2012-01-01,Casino,242000,30,430000,231,1103000.0,90000.0,3.0,,270.0,2012-2-1,2012-02-01,2012Q1,2012-01-01
2012-04-01,Casino,243000,32,440000,238,1103000.0,80000.0,2.0,,270.0,2012-5-1,2012-05-01,2012Q2,2012-04-01
2012-07-01,Casino,230000,31,419000,245,750000.0,95000.0,3.0,,280.0,2012-8-1,2012-08-01,2012Q3,2012-07-01
2012-10-01,Casino,240000,34,480000,263,750000.0,25000.0,5.0,1.0,280.0,2012-11-1,2012-11-01,2012Q4,2012-10-01
2013-01-01,Casino,220000,29,500000,251,595000.0,50000.0,2.0,,273.0,2013-2-1,2013-02-01,2013Q1,2013-01-01
2013-04-01,Casino,228000,42,485000,265,550000.0,110000.0,4.0,1.0,270.0,2013-5-1,2013-05-01,2013Q2,2013-04-01
2013-07-01,Casino,215000,41,420000,271,625000.0,85000.0,,,265.0,2013-8-1,2013-08-01,2013Q3,2013-07-01
2013-10-01,Casino,215000,44,385000,279,599000.0,85000.0,3.0,,270.0,2013-11-1,2013-11-01,2013Q4,2013-10-01
2014-01-01,Casino,250000,46,423000,252,599000.0,60000.0,1.0,,280.0,2014-2-1,2014-02-01,2014Q1,2014-01-01
2014-04-01,Casino,240000,42,550000,297,579000.0,45000.0,2.0,1.0,270.0,2014-5-1,2014-05-01,2014Q2,2014-04-01
2014-07-01,Casino,220000,43,374000,282,625000.0,58000.0,1.0,,270.0,2014-8-1,2014-08-01,2014Q3,2014-07-01
2014-10-01,Casino,218000,39,352000,266,830000.0,59000.0,,,273.0,2014-11-1,2014-11-01,2014Q4,2014-10-01
2015-01-01,Casino,235000,30,425000,273,790000.0,60000.0,1.0,,280.0,2015-2-1,2015-02-01,2015Q1,2015-01-01
2015-04-01,Casino,222000,53,425000,283,849000.0,60000.0,4.0,,280.0,2015-5-1,2015-05-01,2015Q2,2015-04-01
2015-07-01,Casino,225000,57,413000,269,849000.0,60000.0,1.0,,280.0,2015-8-1,2015-08-01,2015Q3,2015-07-01
2015-10-01,Casino,237000,54,515000,255,849000.0,50000.0,3.0,3.0,270.0,2015-11-1,2015-11-01,2015Q4,2015-10-01
2016-01-01,Casino,236000,39,515000,250,849000.0,112000.0,,,290.0,2016-2-1,2016-02-01,2016Q1,2016-01-01
2016-04-01,Casino,252000,41,450000,253,950000.0,145000.0,,,288.0,2016-5-1,2016-05-01,2016Q2,2016-04-01
2016-07-01,Casino,223000,76,450000,259,1200000.0,88000.0,2.0,2.0,290.0,2016-8-1,2016-08-01,2016Q3,2016-07-01
2016-10-01,Casino,249000,57,519000,225,1200000.0,99000.0,3.0,,280.0,2016-11-1,2016-11-01,2016Q4,2016-10-01
2017-01-01,Casino,275000,62,550000,202,1200000.0,99000.0,1.0,,285.0,2017-2-1,2017-02-01,2017Q1,2017-01-01
2017-04-01,Casino,243000,59,470000,192,1200000.0,99000.0,2.0,2.0,300.0,2017-5-1,2017-05-01,2017Q2,2017-04-01
2017-07-01,Casino,265000,65,580000,187,1200000.0,99000.0,,,310.0,2017-8-1,2017-08-01,2017Q3,2017-07-01
2017-10-01,Casino,265000,65,700000,173,1200000.0,99000.0,,,315.0,2017-11-1,2017-11-01,2017Q4,2017-10-01
2018-01-01,Casino,275000,54,695000,155,1200000.0,120000.0,2.0,2.0,313.0,2018-2-1,2018-02-01,2018Q1,2018-01-01
2018-04-01,Casino,292000,75,560000,179,750000.0,55000.0,,,310.0,2018-5-1,2018-05-01,2018Q2,2018-04-01
2018-07-01,Casino,310000,54,650000,163,750000.0,55000.0,,,330.0,2018-8-1,2018-08-01,2018Q3,2018-07-01
2018-10-01,Casino,300000,52,650000,157,750000.0,55000.0,,,330.0,2018-11-1,2018-11-01,2018Q4,2018-10-01
2019-01-01,Casino,288000,50,445000,122,750000.0,55000.0,,,325.0,2019-2-1,2019-02-01,2019Q1,2019-01-01
2019-04-01,Casino,290000,54,473000,140,695000.0,55000.0,,,340.0,2019-5-1,2019-05-01,2019Q2,2019-04-01
2019-07-01,Casino,287000,44,702000,156,695000.0,55000.0,2.0,,340.0,2019-8-1,2019-08-01,2019Q3,2019-07-01
2019-10-01,Casino,285000,50,521000,173,695000.0,55000.0,,,340.0,2019-11-1,2019-11-01,2019Q4,2019-10-01
2020-01-01,Casino,306000,49,545000,180,695000.0,55000.0,,,340.0,2020-2-1,2020-02-01,2020Q1,2020-01-01
2020-04-01,Casino,300000,45,670000,198,695000.0,55000.0,,,343.0,2020-5-1,2020-05-01,2020Q2,2020-04-01
2020-07-01,Casino,315000,41,615000,141,710000.0,115000.0,,,350.0,2020-8-1,2020-08-01,2020Q3,2020-07-01
2020-10-01,Casino,320000,78,639000,147,675000.0,115000.0,,,375.0,2020-11-1,2020-11-01,2020Q4,2020-10-01
2021-01-01,Casino,340000,61,670000,128,750000.0,149000.0,3.0,3.0,380.0,2021-2-1,2021-02-01,2021Q1,2021-01-01
2021-04-01,Casino,367000,75,625000,128,1500000.0,180000.0,2.0,,395.0,2021-5-1,2021-05-01,2021Q2,2021-04-01
2011-07-01,Kingscliff,525000,12,3150000,122,4800000.0,295000.0,5.0,2.0,450.0,2011-8-1,2011-08-01,2011Q3,2011-07-01
2011-10-01,Kingscliff,555000,24,960000,120,4800000.0,30000.0,6.0,1.0,420.0,2011-11-1,2011-11-01,2011Q4,2011-10-01
2012-01-01,Kingscliff,695000,28,1265000,125,4800000.0,30000.0,3.0,1.0,413.0,2012-2-1,2012-02-01,2012Q1,2012-01-01
2012-04-01,Kingscliff,535000,19,1105000,126,4800000.0,25000.0,4.0,,420.0,2012-5-1,2012-05-01,2012Q2,2012-04-01
2012-07-01,Kingscliff,559000,18,2255000,103,1975000.0,25000.0,2.0,1.0,440.0,2012-8-1,2012-08-01,2012Q3,2012-07-01
2012-10-01,Kingscliff,483000,28,1150000,132,3000000.0,150000.0,7.0,2.0,428.0,2012-11-1,2012-11-01,2012Q4,2012-10-01
2013-01-01,Kingscliff,594000,22,1675000,112,3000000.0,100000.0,7.0,1.0,520.0,2013-2-1,2013-02-01,2013Q1,2013-01-01
2013-04-01,Kingscliff,580000,41,2250000,121,3000000.0,25000.0,6.0,3.0,578.0,2013-5-1,2013-05-01,2013Q2,2013-04-01
2013-07-01,Kingscliff,522000,25,2250000,109,3000000.0,215000.0,6.0,2.0,460.0,2013-8-1,2013-08-01,2013Q3,2013-07-01
2013-10-01,Kingscliff,538000,32,1305000,87,3300000.0,199000.0,2.0,1.0,510.0,2013-11-1,2013-11-01,2013Q4,2013-10-01
2014-01-01,Kingscliff,623000,32,2725000,78,3300000.0,199000.0,7.0,2.0,500.0,2014-2-1,2014-02-01,2014Q1,2014-01-01
2014-04-01,Kingscliff,662000,31,2060000,126,2495000.0,200000.0,10.0,3.0,480.0,2014-5-1,2014-05-01,2014Q2,2014-04-01
2014-07-01,Kingscliff,671000,38,2130000,95,2495000.0,227000.0,3.0,2.0,450.0,2014-8-1,2014-08-01,2014Q3,2014-07-01
2014-10-01,Kingscliff,604000,42,1250000,97,2495000.0,219000.0,6.0,3.0,550.0,2014-11-1,2014-11-01,2014Q4,2014-10-01
2015-01-01,Kingscliff,620000,32,2900000,75,2000000.0,259000.0,3.0,2.0,495.0,2015-2-1,2015-02-01,2015Q1,2015-01-01
2015-04-01,Kingscliff,745000,32,2125000,85,2950000.0,20000.0,6.0,1.0,595.0,2015-5-1,2015-05-01,2015Q2,2015-04-01
2015-07-01,Kingscliff,750000,31,1525000,78,2950000.0,259000.0,4.0,2.0,680.0,2015-8-1,2015-08-01,2015Q3,2015-07-01
2015-10-01,Kingscliff,616000,36,2850000,88,3950000.0,275000.0,6.0,1.0,655.0,2015-11-1,2015-11-01,2015Q4,2015-10-01
2016-01-01,Kingscliff,749000,41,1650000,92,3950000.0,220000.0,4.0,3.0,548.0,2016-2-1,2016-02-01,2016Q1,2016-01-01
2016-04-01,Kingscliff,830000,43,3450000,103,3450000.0,279000.0,3.0,,620.0,2016-5-1,2016-05-01,2016Q2,2016-04-01
2016-07-01,Kingscliff,783000,40,1755000,105,3450000.0,285000.0,3.0,1.0,595.0,2016-8-1,2016-08-01,2016Q3,2016-07-01
2016-10-01,Kingscliff,855000,45,2830000,103,2995000.0,369000.0,4.0,,580.0,2016-11-1,2016-11-01,2016Q4,2016-10-01
2017-01-01,Kingscliff,740000,31,1630000,97,3300000.0,180000.0,2.0,1.0,590.0,2017-2-1,2017-02-01,2017Q1,2017-01-01
2017-04-01,Kingscliff,778000,41,2675000,95,3000000.0,250000.0,3.0,2.0,600.0,2017-5-1,2017-05-01,2017Q2,2017-04-01
2017-07-01,Kingscliff,815000,40,2000000,93,3250000.0,275000.0,8.0,2.0,555.0,2017-8-1,2017-08-01,2017Q3,2017-07-01
2017-10-01,Kingscliff,768000,42,1865000,81,3495000.0,268000.0,2.0,,620.0,2017-11-1,2017-11-01,2017Q4,2017-10-01
2018-01-01,Kingscliff,839000,34,2000000,77,3200000.0,250000.0,1.0,,650.0,2018-2-1,2018-02-01,2018Q1,2018-01-01
2018-04-01,Kingscliff,931000,33,3350000,83,3200000.0,290000.0,2.0,1.0,670.0,2018-5-1,2018-05-01,2018Q2,2018-04-01
2018-07-01,Kingscliff,770000,28,2650000,85,3200000.0,289000.0,3.0,1.0,600.0,2018-8-1,2018-08-01,2018Q3,2018-07-01
2018-10-01,Kingscliff,860000,43,1740000,94,3395000.0,285000.0,8.0,3.0,595.0,2018-11-1,2018-11-01,2018Q4,2018-10-01
2019-01-01,Kingscliff,1118000,38,3025000,94,3395000.0,10000.0,8.0,5.0,625.0,2019-2-1,2019-02-01,2019Q1,2019-01-01
2019-04-01,Kingscliff,948000,37,2625000,95,3395000.0,10000.0,5.0,1.0,760.0,2019-5-1,2019-05-01,2019Q2,2019-04-01
2019-07-01,Kingscliff,867000,40,2145000,96,3795000.0,15000.0,4.0,2.0,650.0,2019-8-1,2019-08-01,2019Q3,2019-07-01
2019-10-01,Kingscliff,939000,51,3500000,116,6995000.0,10000.0,6.0,3.0,620.0,2019-11-1,2019-11-01,2019Q4,2019-10-01
2020-01-01,Kingscliff,1105000,48,3150000,116,6995000.0,10000.0,2.0,1.0,695.0,2020-2-1,2020-02-01,2020Q1,2020-01-01
2020-04-01,Kingscliff,1150000,20,3750000,116,6995000.0,10000.0,3.0,1.0,630.0,2020-5-1,2020-05-01,2020Q2,2020-04-01
2020-07-01,Kingscliff,1075000,36,3895000,72,4250000.0,265000.0,5.0,3.0,645.0,2020-8-1,2020-08-01,2020Q3,2020-07-01
2020-10-01,Kingscliff,1280000,56,3910000,76,4250000.0,78000.0,2.0,1.0,735.0,2020-11-1,2020-11-01,2020Q4,2020-10-01
2021-01-01,Kingscliff,1250000,28,3800000,41,3950000.0,78000.0,2.0,1.0,850.0,2021-2-1,2021-02-01,2021Q1,2021-01-01
2021-04-01,Kingscliff,1217000,29,4090000,43,4250000.0,299000.0,,,850.0,2021-5-1,2021-05-01,2021Q2,2021-04-01
2011-07-01,Lennox Head,570000,15,1100000,142,3500000.0,170000.0,5.0,,435.0,2011-8-1,2011-08-01,2011Q3,2011-07-01
2011-10-01,Lennox Head,568000,20,1400000,129,3500000.0,169000.0,7.0,2.0,450.0,2011-11-1,2011-11-01,2011Q4,2011-10-01
2012-01-01,Lennox Head,561000,22,1450000,141,3500000.0,130000.0,7.0,2.0,495.0,2012-2-1,2012-02-01,2012Q1,2012-01-01
2012-04-01,Lennox Head,574000,18,1150000,132,4000000.0,130000.0,4.0,,460.0,2012-5-1,2012-05-01,2012Q2,2012-04-01
2012-07-01,Lennox Head,523000,17,1225000,142,3650000.0,100000.0,11.0,2.0,450.0,2012-8-1,2012-08-01,2012Q3,2012-07-01
2012-10-01,Lennox Head,530000,33,1300000,143,4000000.0,145000.0,7.0,,460.0,2012-11-1,2012-11-01,2012Q4,2012-10-01
2013-01-01,Lennox Head,620000,24,1260000,131,4000000.0,145000.0,12.0,4.0,500.0,2013-2-1,2013-02-01,2013Q1,2013-01-01
2013-04-01,Lennox Head,703000,30,1550000,135,3500000.0,145000.0,8.0,1.0,480.0,2013-5-1,2013-05-01,2013Q2,2013-04-01
2013-07-01,Lennox Head,585000,26,2775000,117,3200000.0,145000.0,4.0,2.0,500.0,2013-8-1,2013-08-01,2013Q3,2013-07-01
2013-10-01,Lennox Head,569000,39,1510000,119,3200000.0,145000.0,,,500.0,2013-11-1,2013-11-01,2013Q4,2013-10-01
2014-01-01,Lennox Head,665000,26,1650000,99,3200000.0,180000.0,5.0,1.0,500.0,2014-2-1,2014-02-01,2014Q1,2014-01-01
2014-04-01,Lennox Head,613000,38,2450000,118,3200000.0,180000.0,8.0,5.0,550.0,2014-5-1,2014-05-01,2014Q2,2014-04-01
2014-07-01,Lennox Head,685000,33,1250000,91,3200000.0,180000.0,5.0,3.0,500.0,2014-8-1,2014-08-01,2014Q3,2014-07-01
2014-10-01,Lennox Head,625000,23,865000,98,3200000.0,80000.0,11.0,3.0,525.0,2014-11-1,2014-11-01,2014Q4,2014-10-01
2015-01-01,Lennox Head,630000,37,1360000,94,3950000.0,180000.0,9.0,2.0,580.0,2015-2-1,2015-02-01,2015Q1,2015-01-01
2015-04-01,Lennox Head,680000,39,1630000,95,3950000.0,180000.0,8.0,5.0,550.0,2015-5-1,2015-05-01,2015Q2,2015-04-01
2015-07-01,Lennox Head,715000,32,1640000,79,3950000.0,180000.0,5.0,1.0,550.0,2015-8-1,2015-08-01,2015Q3,2015-07-01
2015-10-01,Lennox Head,655000,30,2625000,76,3950000.0,265000.0,6.0,3.0,570.0,2015-11-1,2015-11-01,2015Q4,2015-10-01
2016-01-01,Lennox Head,743000,40,2200000,100,3950000.0,265000.0,5.0,2.0,555.0,2016-2-1,2016-02-01,2016Q1,2016-01-01
2016-04-01,Lennox Head,750000,30,1950000,82,3750000.0,159000.0,8.0,1.0,600.0,2016-5-1,2016-05-01,2016Q2,2016-04-01
2016-07-01,Lennox Head,740000,39,1175000,73,3750000.0,175000.0,3.0,3.0,590.0,2016-8-1,2016-08-01,2016Q3,2016-07-01
2016-10-01,Lennox Head,717000,20,1132000,60,3750000.0,210000.0,1.0,,600.0,2016-11-1,2016-11-01,2016Q4,2016-10-01
2017-01-01,Lennox Head,768000,42,2529000,71,3750000.0,235000.0,7.0,5.0,580.0,2017-2-1,2017-02-01,2017Q1,2017-01-01
2017-04-01,Lennox Head,685000,17,883000,45,1800000.0,285000.0,8.0,3.0,600.0,2017-5-1,2017-05-01,2017Q2,2017-04-01
2017-07-01,Lennox Head,805000,40,2000000,58,4738000.0,240000.0,12.0,5.0,595.0,2017-8-1,2017-08-01,2017Q3,2017-07-01
2017-10-01,Lennox Head,900000,28,4060000,60,4738000.0,240000.0,15.0,7.0,620.0,2017-11-1,2017-11-01,2017Q4,2017-10-01
2018-01-01,Lennox Head,840000,36,1550000,57,4738000.0,269000.0,13.0,11.0,620.0,2018-2-1,2018-02-01,2018Q1,2018-01-01
2018-04-01,Lennox Head,805000,26,2253000,41,4738000.0,250000.0,9.0,4.0,620.0,2018-5-1,2018-05-01,2018Q2,2018-04-01
2018-07-01,Lennox Head,980000,23,3800000,46,4738000.0,269000.0,24.0,9.0,620.0,2018-8-1,2018-08-01,2018Q3,2018-07-01
2018-10-01,Lennox Head,806000,22,2700000,58,3500000.0,269000.0,7.0,,580.0,2018-11-1,2018-11-01,2018Q4,2018-10-01
2019-01-01,Lennox Head,873000,13,1430000,59,3500000.0,275000.0,6.0,2.0,605.0,2019-2-1,2019-02-01,2019Q1,2019-01-01
2019-04-01,Lennox Head,820000,27,1900000,77,2700000.0,245000.0,5.0,3.0,600.0,2019-5-1,2019-05-01,2019Q2,2019-04-01
2019-07-01,Lennox Head,820000,27,1470000,84,2600000.0,1000.0,9.0,2.0,600.0,2019-8-1,2019-08-01,2019Q3,2019-07-01
2019-10-01,Lennox Head,901000,29,3500000,87,2600000.0,245000.0,7.0,6.0,610.0,2019-11-1,2019-11-01,2019Q4,2019-10-01
2020-01-01,Lennox Head,915000,27,2250000,90,2300000.0,245000.0,7.0,5.0,650.0,2020-2-1,2020-02-01,2020Q1,2020-01-01
2020-04-01,Lennox Head,465000,32,2100000,103,2300000.0,245000.0,5.0,1.0,558.0,2020-5-1,2020-05-01,2020Q2,2020-04-01
2020-07-01,Lennox Head,935000,50,4000000,71,3750000.0,235000.0,5.0,4.0,630.0,2020-8-1,2020-08-01,2020Q3,2020-07-01
2020-10-01,Lennox Head,1100000,58,4000000,65,7000000.0,235000.0,14.0,11.0,670.0,2020-11-1,2020-11-01,2020Q4,2020-10-01
2021-01-01,Lennox Head,1230000,24,2925000,31,151271000.0,260000.0,7.0,5.0,685.0,2021-2-1,2021-02-01,2021Q1,2021-01-01
2021-04-01,Lennox Head,1322000,28,3550000,45,5500000.0,260000.0,19.0,12.0,710.0,2021-5-1,2021-05-01,2021Q2,2021-04-01
2011-07-01,Pottsville,485000,23,2430000,193,1900000.0,225000.0,3.0,,413.0,2011-8-1,2011-08-01,2011Q3,2011-07-01
2011-10-01,Pottsville,438000,25,650000,170,1900000.0,220000.0,1.0,,400.0,2011-11-1,2011-11-01,2011Q4,2011-10-01
2012-01-01,Pottsville,465000,31,785000,198,1900000.0,199000.0,1.0,1.0,395.0,2012-2-1,2012-02-01,2012Q1,2012-01-01
2012-04-01,Pottsville,466000,26,780000,197,1700000.0,,4.0,,400.0,2012-5-1,2012-05-01,2012Q2,2012-04-01
2012-07-01,Pottsville,440000,33,720000,187,1700000.0,180000.0,1.0,1.0,393.0,2012-8-1,2012-08-01,2012Q3,2012-07-01
2012-10-01,Pottsville,455000,19,1400000,169,1650000.0,180000.0,3.0,2.0,400.0,2012-11-1,2012-11-01,2012Q4,2012-10-01
2013-01-01,Pottsville,475000,25,1350000,161,2990000.0,185000.0,1.0,,408.0,2013-2-1,2013-02-01,2013Q1,2013-01-01
2013-04-01,Pottsville,460000,34,820000,157,2990000.0,185000.0,3.0,2.0,390.0,2013-5-1,2013-05-01,2013Q2,2013-04-01
2013-07-01,Pottsville,450000,29,1675000,159,2600000.0,189000.0,3.0,3.0,390.0,2013-8-1,2013-08-01,2013Q3,2013-07-01
2013-10-01,Pottsville,454000,36,1930000,148,2600000.0,169000.0,3.0,2.0,425.0,2013-11-1,2013-11-01,2013Q4,2013-10-01
2014-01-01,Pottsville,445000,30,780000,137,2000000.0,155000.0,1.0,1.0,400.0,2014-2-1,2014-02-01,2014Q1,2014-01-01
2014-04-01,Pottsville,501000,36,750000,137,2500000.0,99000.0,1.0,,400.0,2014-5-1,2014-05-01,2014Q2,2014-04-01
2014-07-01,Pottsville,490000,38,1640000,341,2500000.0,99000.0,3.0,,400.0,2014-8-1,2014-08-01,2014Q3,2014-07-01
2014-10-01,Pottsville,485000,39,810000,151,1590000.0,99000.0,4.0,1.0,450.0,2014-11-1,2014-11-01,2014Q4,2014-10-01
2015-01-01,Pottsville,500000,55,750000,144,1295000.0,250000.0,,,400.0,2015-2-1,2015-02-01,2015Q1,2015-01-01
2015-04-01,Pottsville,492000,68,1000000,134,4500000.0,99000.0,1.0,,430.0,2015-5-1,2015-05-01,2015Q2,2015-04-01
2015-07-01,Pottsville,513000,43,1295000,107,2300000.0,295000.0,2.0,,430.0,2015-8-1,2015-08-01,2015Q3,2015-07-01
2015-10-01,Pottsville,490000,51,770000,115,2100000.0,295000.0,2.0,,400.0,2015-11-1,2015-11-01,2015Q4,2015-10-01
2016-01-01,Pottsville,530000,51,930000,108,2000000.0,319000.0,1.0,,490.0,2016-2-1,2016-02-01,2016Q1,2016-01-01
2016-04-01,Pottsville,548000,46,818000,99,2000000.0,320000.0,,,550.0,2016-5-1,2016-05-01,2016Q2,2016-04-01
2016-07-01,Pottsville,543000,49,825000,101,2000000.0,90000.0,2.0,1.0,510.0,2016-8-1,2016-08-01,2016Q3,2016-07-01
2016-10-01,Pottsville,570000,37,850000,88,1750000.0,100000.0,1.0,1.0,500.0,2016-11-1,2016-11-01,2016Q4,2016-10-01
2017-01-01,Pottsville,618000,45,1535000,71,1795000.0,100000.0,2.0,1.0,538.0,2017-2-1,2017-02-01,2017Q1,2017-01-01
2017-04-01,Pottsville,658000,44,2150000,77,2195000.0,50000.0,1.0,,550.0,2017-5-1,2017-05-01,2017Q2,2017-04-01
2017-07-01,Pottsville,650000,53,1250000,90,1750000.0,50000.0,1.0,1.0,573.0,2017-8-1,2017-08-01,2017Q3,2017-07-01
2017-10-01,Pottsville,680000,49,1168000,91,2750000.0,100000.0,7.0,3.0,560.0,2017-11-1,2017-11-01,2017Q4,2017-10-01
2018-01-01,Pottsville,699000,34,2895000,72,3150000.0,100000.0,,,550.0,2018-2-1,2018-02-01,2018Q1,2018-01-01
2018-04-01,Pottsville,687000,39,1300000,72,1450000.0,100000.0,1.0,,550.0,2018-5-1,2018-05-01,2018Q2,2018-04-01
2018-07-01,Pottsville,730000,43,1135000,87,3000000.0,100000.0,2.0,1.0,560.0,2018-8-1,2018-08-01,2018Q3,2018-07-01
2018-10-01,Pottsville,683000,34,1350000,79,3000000.0,100000.0,1.0,1.0,540.0,2018-11-1,2018-11-01,2018Q4,2018-10-01
2019-01-01,Pottsville,710000,32,1400000,67,3000000.0,320000.0,,,590.0,2019-2-1,2019-02-01,2019Q1,2019-01-01
2019-04-01,Pottsville,705000,34,2700000,73,3000000.0,400000.0,,,578.0,2019-5-1,2019-05-01,2019Q2,2019-04-01
2019-07-01,Pottsville,705000,39,3000000,79,3000000.0,370000.0,,,565.0,2019-8-1,2019-08-01,2019Q3,2019-07-01
2019-10-01,Pottsville,763000,29,1040000,95,3000000.0,390000.0,,,565.0,2019-11-1,2019-11-01,2019Q4,2019-10-01
2020-01-01,Pottsville,759000,40,1200000,102,3000000.0,390000.0,,,595.0,2020-2-1,2020-02-01,2020Q1,2020-01-01
2020-04-01,Pottsville,868000,18,1250000,96,3000000.0,390000.0,,,575.0,2020-5-1,2020-05-01,2020Q2,2020-04-01
2020-07-01,Pottsville,835000,32,1545000,51,1800000.0,429000.0,,,620.0,2020-8-1,2020-08-01,2020Q3,2020-07-01
2020-10-01,Pottsville,883000,39,1740000,58,1720000.0,430000.0,,,550.0,2020-11-1,2020-11-01,2020Q4,2020-10-01
2021-01-01,Pottsville,939000,48,1950000,60,1700000.0,430000.0,1.0,1.0,680.0,2021-2-1,2021-02-01,2021Q1,2021-01-01
2021-04-01,Pottsville,1146000,32,2850000,64,2300000.0,650000.0,,,665.0,2021-5-1,2021-05-01,2021Q2,2021-04-01
2011-07-01,Yamba,430000,19,1150000,179,2600000.0,105000.0,1.0,,310.0,2011-8-1,2011-08-01,2011Q3,2011-07-01
2011-10-01,Yamba,375000,15,680000,168,2150000.0,52000.0,1.0,1.0,320.0,2011-11-1,2011-11-01,2011Q4,2011-10-01
2012-01-01,Yamba,383000,16,1900000,200,2000000.0,75000.0,1.0,,308.0,2012-2-1,2012-02-01,2012Q1,2012-01-01
2012-04-01,Yamba,319000,22,1575000,186,2350000.0,75000.0,1.0,1.0,300.0,2012-5-1,2012-05-01,2012Q2,2012-04-01
2012-07-01,Yamba,390000,19,710000,195,2100000.0,170000.0,2.0,,290.0,2012-8-1,2012-08-01,2012Q3,2012-07-01
2012-10-01,Yamba,355000,28,798000,177,1750000.0,129000.0,3.0,3.0,315.0,2012-11-1,2012-11-01,2012Q4,2012-10-01
2013-01-01,Yamba,437000,23,1750000,185,2500000.0,129000.0,1.0,,295.0,2013-2-1,2013-02-01,2013Q1,2013-01-01
2013-04-01,Yamba,400000,32,825000,175,1750000.0,165000.0,1.0,,310.0,2013-5-1,2013-05-01,2013Q2,2013-04-01
2013-07-01,Yamba,375000,29,1175000,177,2500000.0,149000.0,7.0,3.0,330.0,2013-8-1,2013-08-01,2013Q3,2013-07-01
2013-10-01,Yamba,376000,33,753000,174,2500000.0,69000.0,1.0,1.0,320.0,2013-11-1,2013-11-01,2013Q4,2013-10-01
2014-01-01,Yamba,420000,37,720000,162,2500000.0,149000.0,6.0,2.0,320.0,2014-2-1,2014-02-01,2014Q1,2014-01-01
2014-04-01,Yamba,390000,39,1550000,155,2550000.0,149000.0,9.0,4.0,310.0,2014-5-1,2014-05-01,2014Q2,2014-04-01
2014-07-01,Yamba,400000,30,1200000,131,2500000.0,149000.0,3.0,1.0,330.0,2014-8-1,2014-08-01,2014Q3,2014-07-01
2014-10-01,Yamba,373000,40,1040000,137,2500000.0,149000.0,1.0,,320.0,2014-11-1,2014-11-01,2014Q4,2014-10-01
2015-01-01,Yamba,395000,40,2000000,126,2500000.0,144000.0,1.0,1.0,340.0,2015-2-1,2015-02-01,2015Q1,2015-01-01
