year,month,suburb,medianSoldPrice,numberSold,highestSoldPrice,numberSaleListing,highestSaleListingPrice,lowestSaleListingPrice,auctionNumberAuctioned,auctionNumberSold,medianRentListingPrice
2011.0,9.0,Cooranbong,341000.0,12.0,590000.0,49.0,990000.0,190000.0,1.0,,
2011.0,12.0,Cooranbong,349000.0,15.0,497000.0,51.0,6500000.0,160000.0,,,
2012.0,3.0,Cooranbong,350000.0,12.0,486000.0,48.0,990000.0,100000.0,,,350.0
2012.0,6.0,Cooranbong,350000.0,12.0,450000.0,54.0,990000.0,149000.0,,,390.0
2012.0,9.0,Cooranbong,353000.0,14.0,510000.0,60.0,990000.0,149000.0,,,395.0
2012.0,12.0,Cooranbong,349000.0,13.0,440000.0,54.0,690000.0,50000.0,,,390.0
2013.0,3.0,Cooranbong,341000.0,14.0,480000.0,46.0,570000.0,50000.0,,,398.0
2013.0,6.0,Cooranbong,386000.0,13.0,460000.0,39.0,690000.0,50000.0,,,390.0
2013.0,9.0,Cooranbong,364000.0,10.0,450000.0,38.0,690000.0,90000.0,,,355.0
2013.0,12.0,Cooranbong,420000.0,16.0,650000.0,53.0,699000.0,90000.0,2.0,,375.0
2014.0,3.0,Cooranbong,348000.0,13.0,520000.0,49.0,699000.0,100000.0,1.0,,420.0
2014.0,6.0,Cooranbong,388000.0,19.0,455000.0,52.0,699000.0,100000.0,,,370.0
2014.0,9.0,Cooranbong,390000.0,17.0,575000.0,46.0,699000.0,130000.0,,,430.0
2014.0,12.0,Cooranbong,387000.0,19.0,640000.0,46.0,699000.0,100000.0,1.0,,420.0
2015.0,3.0,Cooranbong,395000.0,24.0,600000.0,54.0,785000.0,100000.0,,,420.0
2015.0,6.0,Cooranbong,439000.0,20.0,680000.0,39.0,789000.0,100000.0,1.0,1.0,400.0
2015.0,9.0,Cooranbong,413000.0,19.0,540000.0,37.0,789000.0,299000.0,,,380.0
2015.0,12.0,Cooranbong,435000.0,11.0,619000.0,44.0,725000.0,249000.0,1.0,,390.0
2016.0,3.0,Cooranbong,485000.0,25.0,620000.0,71.0,749000.0,279000.0,,,430.0
2016.0,6.0,Cooranbong,527000.0,32.0,800000.0,100.0,789000.0,249000.0,,,430.0
2016.0,9.0,Cooranbong,512000.0,29.0,789000.0,84.0,789000.0,249000.0,2.0,1.0,445.0
